A,20200413,77.44,77.99,75.02,76.21,1533300
AA,20200413,7.48,7.75,7.12,7.55,9563800
AAN,20200413,24.96,24.96,23.67,24.69,779800
AAP,20200413,109.02,110.05,103.6,110,1175500
AAT,20200413,29.24,29.29,27.8,28.3,326300
AB,20200413,21.45,21.785,19.861,20.24,742100
ABB,20200413,17.9,18.11,17.5,17.81,1894900
ABBV,20200413,80.66,81.33,78.66,80.3,9293400
ABC,20200413,87.56,87.56,84.215,85.45,2118800
ABEV,20200413,2.34,2.37,2.32,2.36,30193500
ABG,20200413,60.48,60.6,55.53,57.04,207100
ABM,20200413,28.37,28.81,27.8303,28.69,446600
ABR,20200413,7.96,8.1199,6.92,7.05,3765500
ABR-A,20200413,18.65,20.45,18.65,19.4782,3100
ABR-B,20200413,20.25,20.25,20.25,20.25,200
ABR-C,20200413,20.25,20.81,19,19,8200
ABT,20200413,86.32,86.48,83.52,85.85,6665800
AC,20200413,35.73,35.81,32.43,34.59,12600
ACA,20200413,41.5,41.5,40.02,40.53,302200
ACB,20200413,0.79,0.82,0.74,0.7598,58130700
ACC,20200413,34,34.6,32.4401,34.17,1466700
ACCO,20200413,6.1,6.16,5.83,6.08,705300
ACE.W,20200413,1.95,1.95,1.75,1.8,3600
ACEL,20200413,8.93,9,8,8.16,159700
ACH,20200413,5.39,5.46,5.31,5.43,62700
ACM,20200413,33.25,33.46,31.01,32.79,2273700
ACN,20200413,176.18,177.01,169.56,172.57,1918500
ACP,20200413,7.81,7.96,7.54,7.66,174900
ACRE,20200413,8.23,8.25,7,7.69,787300
ACV,20200413,20.34,20.76,19.267,19.582,39500
ADC,20200413,67.2,67.821,62.74,63.55,328200
ADM,20200413,37.26,37.4,35.6527,36.07,3178500
ADNT,20200413,12.29,12.36,10.985,11.26,1617900
ADS,20200413,36.87,37.5,33.79,35.82,2225900
ADSW,20200413,32.59,32.61,32.015,32.08,1829400
ADT,20200413,5.38,5.39,5.06,5.15,3071600
ADX,20200413,13.45,13.45,13.1252,13.31,398700
AEB,20200413,21.8364,22.57,21.8364,22.57,11300
AEE,20200413,77.94,78.89,74.59,75.82,992600
AEFC,20200413,22.97,22.97,21.78,22.82,87700
AEG,20200413,2.74,2.76,2.65,2.68,1700700
AEL,20200413,22.23,22.9,20.74,21.58,558900
AEL-A,20200413,20.25,21.5,19.0127,20.91,85300
AEM,20200413,49.09,51.99,47.91,51.7,2204900
AEO,20200413,9.65,9.74,8.675,8.9,3547900
AEP,20200413,85.64,86.6,82.56,83.5,2076600
AEP-B,20200413,50.78,51.12,50.175,50.58,110100
AER,20200413,26.1,26.48,23.72,24.75,1321000
AES,20200413,14.63,14.63,13.92,14.19,3747400
AFB,20200413,13.24,13.24,12.76,12.93,119300
AFC,20200413,24.5,24.57,22.51,23.95,39200
AFG,20200413,80.79,80.79,76.16,77.65,423400
AFGB,20200413,24.86,24.86,24.02,24.72,17100
AFGC,20200413,23.69,23.7,22.5,23.7,13400
AFGH,20200413,24.88,24.95,24.29,24.67,30700
AFI,20200413,1.5,1.67,1.45,1.58,255800
AFL,20200413,38.15,38.15,36.53,37.28,2828100
AFT,20200413,12.37,12.37,11.91,12.1,82800
AG,20200413,7.1,7.77,6.66,7.67,5834300
AGCO,20200413,51.9,52.63,50.1,50.92,551600
AGD,20200413,7.97,8.05,7.84,8,80200
AGI,20200413,6.33,6.995,5.975,6.93,5397200
AGM,20200413,61.97,62.2231,57.5,58.32,66600
AGM-A,20200413,24.8,25.3,24.31,25.3,4500
AGM-C,20200413,27.01,27.01,25.6501,26.325,6100
AGM-D,20200413,25,25,24.85,25,2000
AGM.A,20200413,60.95,60.95,60.95,60.95,300
AGN,20200413,182.11,184.01,181.6,183.83,2762200
AGO,20200413,32.34,32.585,30.24,30.44,911600
AGO-B,20200413,25.6,25.61,25.14,25.25,4700
AGO-E,20200413,25.25,25.38,24.99,25.2,10700
AGO-F,20200413,24.89,24.98,24.5,24.6,14300
AGR,20200413,45.18,45.7223,43.88,44.78,564800
AGRO,20200413,4.55,4.62,4.09,4.15,389600
AGS,20200413,2.96,3.55,2.3,3.05,2240300
AGX,20200413,37.86,38.65,36.82,36.95,64100
AHC,20200413,1.46,1.4755,1.39,1.45,170400
AHH,20200413,10.8,10.995,9.5,9.65,1084400
AHH-A,20200413,20.1,24.2,19,22.07,12200
AHL-C,20200413,24.77,25.2,23.8873,25.1,28000
AHL-D,20200413,23.65,23.65,23,23.38,15100
AHL-E,20200413,23.12,23.24,22.86,23.05,68600
AHT,20200413,0.7532,0.77,0.6801,0.6965,1267000
AHT-D,20200413,8.67,10.6999,8.07,10.6942,11100
AHT-F,20200413,7.14,7.43,6.47,6.97,28200
AHT-G,20200413,7.25,7.6,6.51,6.76,54600
AHT-H,20200413,7.08,7.2,6.6,7.01,30300
AHT-I,20200413,7.11,7.29,6.4535,6.9,18100
AI,20200413,2.94,3.07,2.65,3.03,847600
AI-B,20200413,17.15,17.52,17.15,17.52,1300
AI-C,20200413,17.1,17.3,17,17.15,1600
AIC,20200413,20.02,20.1602,18.75,19.5,5600
AIF,20200413,11.97,11.97,11.71,11.96,86900
AIG,20200413,26.64,27,24.43,25.63,7367800
AIG-A,20200413,24.86,25.11,24.49,25.0499,181300
AIG.W,20200413,1.17,1.2,0.795,0.98,133900
AIN,20200413,47.23,47.23,43.87,44.59,271400
AIO,20200413,16.51,16.76,15.55,16.3,121600
AIR,20200413,20.06,20.18,17.82,18.14,341200
AIT,20200413,51.28,51.28,48.865,49.31,142000
AIV,20200413,39.96,40.28,38.25,38.35,1264800
AIW,20200413,21,22.0001,19.638,20.45,9900
AIZ,20200413,111.81,112,108.49,108.57,321100
AIZP,20200413,111.34,111.5,109.52,109.58,8400
AJG,20200413,85.48,86.22,82.75,83.57,983200
AJRD,20200413,42.91,43.37,41.92,42.74,460900
AJX,20200413,7.63,7.63,6.78,7.55,286100
AJXA,20200413,21.26,21.46,20.565,20.9915,5000
AKO.A,20200413,10.63,10.63,10.02,10.02,900
AKO.B,20200413,12.33,13.2,12.28,13.11,16400
AKR,20200413,14.47,14.47,13.43,13.69,761200
AL,20200413,26,26,23.06,24.2,1566900
AL-A,20200413,18.68,18.68,15.99,17.41,94200
ALB,20200413,66.78,67.35,61.67,63.31,1678600
ALC,20200413,52.36,53.09,51.49,51.68,1152000
ALE,20200413,61.08,61.375,59.0155,59.87,412400
ALEX,20200413,12.57,12.57,11.9,12.25,535100
ALG,20200413,97.23,97.74,91.11,93.69,32500
ALI-A,20200413,13.26,13.26,12.7,12.7,16200
ALI-B,20200413,14,14.2434,13,13.24,9700
ALI-E,20200413,13.5,14.08,13.5,14.06,12900
ALK,20200413,32.63,32.86,28.6108,29.51,3181700
ALL,20200413,101.82,102.25,97.38,98,2225600
ALL-B,20200413,25.75,25.75,24.65,25.15,35400
ALL-G,20200413,26.49,26.49,25.5,26.19,43400
ALL-H,20200413,24.73,24.73,23.855,24.58,151000
ALL-I,20200413,24.64,24.64,23.94,24.36,52500
ALL-Y,20200413,22.15,22.15,19.8242,21.3,571200
ALLE,20200413,94.88,96.55,92.3,95.77,816500
ALLY,20200413,17,17.3297,15.4,15.75,4976000
ALP-Q,20200413,26.5,26.5,26.0101,26.45,13100
ALSN,20200413,34.35,34.52,33.39,33.61,1112500
ALTG,20200413,5.31,5.31,4.75,4.78,220300
ALUS,20200413,9.53,9.7,9.53,9.7,300
ALV,20200413,57.54,57.54,54.63,56.07,733100
ALX,20200413,303,303.62,287.3,291.68,21100
AM,20200413,2.63,3.08,2.53,2.78,15818900
AMB.W,20200413,6.4,6.4,6.09,6.0901,1400
AMBC,20200413,15.43,15.55,14.61,14.93,339000
AMC,20200413,2.34,2.36,1.95,2.08,19784000
AMCR,20200413,9.09,9.18,8.835,8.9,5300800
AME,20200413,76.99,77.425,75.27,76.97,968500
AMG,20200413,67.5,67.55,61.71,62.9,525100
AMH,20200413,24.57,24.65,23.79,24.07,2113800
AMH-D,20200413,24.5,25.24,24.5,25.12,105600
AMH-E,20200413,25.16,25.9,24.8,25.02,36200
AMH-F,20200413,23.01,23.61,22.63,23.61,23300
AMH-G,20200413,23.61,23.75,23,23.7283,12200
AMH-H,20200413,24.82,24.82,24.1279,24.79,4200
AMK,20200413,21.76,21.76,19.87,20.29,65200
AMN,20200413,61.37,62.6113,59.49,59.98,518000
AMOV,20200413,11.655,12.1021,11.655,12.1021,1200
AMP,20200413,116.88,117.84,113.11,114.92,827000
AMPY,20200413,1,1,0.8183,0.8477,699200
AMRC,20200413,17.34,17.695,16.85,16.85,210300
AMRX,20200413,3.27,3.45,3.16,3.44,1302100
AMT,20200413,256.7,257.35,246.76,249.76,1831100
AMX,20200413,11.52,11.56,11.25,11.3,5588100
AN,20200413,33.57,33.79,31.6,32.5,720800
ANET,20200413,209,211,200.67,202.08,875300
ANF,20200413,11.35,11.35,10.83,11,2987400
ANH,20200413,1.65,1.68,1.32,1.46,1788900
ANH-A,20200413,19.61,19.76,17.66,18.93,9300
ANH-B,20200413,17.84,17.84,15.7,17.17,7400
ANH-C,20200413,19,19,18.21,18.33,17700
ANTM,20200413,240.78,243.49,237.65,240.53,1036700
AOD,20200413,7.13,7.14,6.85,7.08,1385000
AON,20200413,188.67,189.99,184.52,186.38,919000
AOS,20200413,39.97,40.44,39.09,39.63,1155800
AP,20200413,2.92,2.96,2.8,2.94,177300
APA,20200413,8.79,8.99,8.025,8.38,35821000
APAM,20200413,22.88,23.42,22.36,22.65,478700
APD,20200413,218.2,219.99,213.51,216.19,1096700
APH,20200413,80.36,81.571,79.905,80.66,1611100
APHA,20200413,3.22,3.48,3.15,3.47,6370000
APLE,20200413,9.14,9.25,8.44,8.61,2514700
APO,20200413,38.61,38.77,34.93,36.13,3226400
APO-A,20200413,24.59,24.69,24,24.69,31600
APO-B,20200413,24.16,24.648,24.1,24.58,37400
APRN,20200413,11.7,12.11,11.11,11.96,1850000
APTS,20200413,7.54,7.73,7,7.4,833000
APTV,20200413,61.56,61.85,58.19,60.74,1275200
APY,20200413,9.61,9.83,8.81,9.36,1501200
AQN,20200413,14,14.34,13.68,14.11,790900
AQNA,20200413,26.5,26.5,24.9892,25.4382,15500
AQNB,20200413,26.34,26.34,24.95,25.05,19100
AQUA,20200413,14.39,14.39,13.43,13.49,966700
AR,20200413,1.66,1.68,1.31,1.42,15575900
ARA,20200413,6.91,6.935,6.51,6.72,76300
ARC,20200413,0.78,0.8,0.67,0.72,43200
ARCH,20200413,34.44,34.99,33.06,34.52,390500
ARCO,20200413,4.11,4.17,3.77,3.83,791700
ARD,20200413,12.97,13.06,12.5,12.91,121600
ARDC,20200413,10.91,10.91,10.365,10.52,160500
ARE,20200413,158.1,158.1,144.8,147.35,762800
ARE-A,20200413,24.39,24.83,23.4,24.12,76800
ARES,20200413,35.09,35.09,32.8,33.4,831200
ARGD,20200413,24.1,24.1,22.9,23.915,14200
ARGO,20200413,38.59,39.61,36.96,37.38,177500
ARI,20200413,9.15,9.31,8.25,8.91,1993000
ARL,20200413,10.94,11.49,10.23,10.23,3000
ARLO,20200413,2.31,2.36,2.24,2.35,408600
ARMK,20200413,23.28,23.77,21.7,22.34,8744200
ARNC,20200413,10.97,11.84,9.45,9.5,2788900
AROC,20200413,4.21,4.28,3.97,4.07,1594100
ARR,20200413,9.36,9.42,8.23,8.82,2459800
ARR-C,20200413,20.2,20.48,19.05,19.21,53600
ARW,20200413,58.79,58.85,56.44,57.4,378400
ASA,20200413,12.17,13.082,11.9,12.96,138000
ASB,20200413,14.5,14.5,13.32,13.44,1468400
ASB-C,20200413,24.193,24.44,24.1424,24.1424,6400
ASB-D,20200413,23.5,23.65,23.1259,23.1359,5700
ASB-E,20200413,25.19,25.19,24.44,24.65,10700
ASC,20200413,5.2,5.42,4.85,4.9,179800
ASG,20200413,5.08,5.14,4.89,5.01,282800
ASGN,20200413,39.33,39.33,36.38,37.15,230600
ASH,20200413,58.12,58.54,55.83,56.29,482800
ASIX,20200413,11.73,12.28,11.195,11.9,303900
ASPN,20200413,6.45,6.46,6.22,6.3,48400
ASR,20200413,95.82,95.82,92.0388,94.4,70100
ASX,20200413,3.97,4.08,3.95,4.07,721100
AT,20200413,2.08,2.09,2.04,2.06,923300
ATC-D,20200413,18.4,18.52,17.76,18.25,10300
ATC-E,20200413,18.89,18.89,18.15,18.54,13400
ATC-G,20200413,18.2,18.6,17.805,18.42,42000
ATC-H,20200413,17.86,18,16.7,16.75,116900
ATC-I,20200413,18.19,18.267,16.5,16.72,61500
ATCO,20200413,7.03,7.32,6.9,7.28,798800
ATEN,20200413,6.42,6.705,6.4,6.57,683000
ATGE,20200413,26.09,26.46,25.29,26.23,259700
ATH,20200413,30,30.29,26.78,28.27,2003000
ATH-A,20200413,24.5,24.5,23.3,24.35,218400
ATH-B,20200413,22.68,22.9825,21.84,22.75,110600
ATHM,20200413,72.45,73.33,70.155,70.93,429900
ATI,20200413,9.65,9.65,8.6,8.66,2888200
ATKR,20200413,25.06,25.06,23.45,24.09,515100
ATO,20200413,104.03,104.8,101.8,103.27,639600
ATR,20200413,106.99,107.43,102.3,102.35,233900
ATTO,20200413,0.97,1.015,0.97,0.99,79600
ATUS,20200413,24.48,24.94,23.93,24.91,5109900
ATV,20200413,10.72,10.72,10.12,10.12,900
AU,20200413,21.48,22.99,20.33,22.71,3836500
AUY,20200413,3.77,4.17,3.56,4.16,29980600
AVA,20200413,44.64,44.98,42.42,43.12,285300
AVAL,20200413,4.72,4.86,4.58,4.86,166400
AVB,20200413,165.7,166.51,159.02,161.41,758500
AVD,20200413,15.24,15.24,14.45,14.93,54600
AVH,20200413,1.26,1.3,1.07,1.15,964800
AVK,20200413,11.58,11.81,11.48,11.77,261300
AVLR,20200413,73.51,76.22,71.6,75.54,520000
AVNS,20200413,29.06,29.24,27.69,28.38,360400
AVT-A,20200413,49.81,50.18,48.97,48.97,1700
AVTR,20200413,13.72,14.02,13.4,13.89,1810000
AVY,20200413,114.15,114.98,108.03,108.78,580300
AVYA,20200413,9.46,9.48,8.97,9.32,1588700
