A,20200417,80.09,80.35,78.31,79.55,1313400
AA,20200417,7.25,7.62,7.23,7.59,10114400
AAN,20200417,24.26,25.24,23.78,24.59,915000
AAP,20200417,121.5,123.399,115.64,118.86,949600
AAT,20200417,26.65,27.29,26.07,26.25,218300
AB,20200417,20.71,21.335,20.46,20.58,535200
ABB,20200417,17.64,17.69,17.42,17.67,2100000
ABBV,20200417,84,84.79,82.5,83.45,10734700
ABC,20200417,88.76,89.89,87.28,89.19,1669500
ABEV,20200417,2.27,2.27,2.2,2.22,13471900
ABG,20200417,55.63,58.29,54.65,58.12,354100
ABM,20200417,32.52,33.35,31.63,32.88,767100
ABR,20200417,6.38,6.89,6.27,6.76,2679700
ABR-A,20200417,20.5,20.5615,19.05,20.4,4800
ABR-B,20200417,19.94,20.4642,18.41,20.4642,2900
ABR-C,20200417,20.12,20.738,20,20.6,19700
ABT,20200417,97.45,97.75,94.24,96.01,16074700
AC,20200417,33.9,37.41,33.76,36.59,17000
ACA,20200417,38.8,41.41,38.8,41.38,378800
ACB,20200417,0.685,0.745,0.6841,0.69,32597500
ACC,20200417,33.89,34.29,33.48,33.67,1488100
ACCO,20200417,5.68,5.85,5.57,5.71,836600
ACE.W,20200417,1.65,1.9,1.48,1.81,42900
ACEL,20200417,8.36,9.37,8.36,9,314800
ACH,20200417,5.16,5.23,5.1,5.23,62500
ACM,20200417,32.27,33.09,32.08,32.85,1834900
ACN,20200417,172.52,175.16,172.05,175.09,4759100
ACP,20200417,7.79,7.8692,7.49,7.74,208200
ACRE,20200417,7.22,7.625,7.02,7.36,694100
ACV,20200417,20.29,20.489,19.91,20.19,49800
ADC,20200417,62.16,63.08,61.01,62.29,429100
ADM,20200417,36.7,37.35,36.3112,37.19,3870100
ADNT,20200417,10.95,11.64,10.76,11.19,1107800
ADS,20200417,34.74,37.94,34.72,37.86,1999100
ADSW,20200417,32.01,32.52,32.01,32.25,2056400
ADT,20200417,5.43,5.68,5.35,5.37,1539200
ADX,20200417,14,14.05,13.84,14.04,395500
AEB,20200417,22.53,22.8,21.56,22.78,33100
AEE,20200417,78.75,78.84,76.09,77.83,1577800
AEFC,20200417,23.5,23.6,23.35,23.58,85500
AEG,20200417,2.47,2.48,2.4,2.45,2746200
AEL,20200417,19.75,20.26,19.33,19.77,756100
AEL-A,20200417,21.48,22.44,21.18,22.01,80300
AEM,20200417,52.2,54.36,51.85,53.88,3537100
AEO,20200417,9.42,9.85,9.17,9.24,4197200
AEP,20200417,85.45,86.97,84.58,86.38,2323500
AEP-B,20200417,51.58,52.21,51.55,52.21,278600
AER,20200417,23.94,25.036,23.69,24.43,2907700
AES,20200417,12.59,13.185,12.48,13.12,7584400
AFB,20200417,13.19,13.25,13.02,13.03,82100
AFC,20200417,24.64,24.9,24.21,24.5,73000
AFG,20200417,67.26,71.74,67.02,71.36,629900
AFGB,20200417,25.5,25.94,25.5,25.868,15900
AFGC,20200417,24.191,24.68,24.191,24.45,11100
AFGH,20200417,25.19,25.74,25.17,25.74,28400
AFI,20200417,1.68,1.79,1.56,1.61,143600
AFL,20200417,36.23,36.86,35.57,36.48,3858400
AFT,20200417,11.96,11.99,11.86,11.94,98800
AG,20200417,7.16,7.33,6.94,6.97,5821700
AGCO,20200417,46.69,49.6,46.51,49.49,869500
AGD,20200417,8.08,8.12,7.94,8.1,75700
AGI,20200417,6.4,6.64,6.21,6.38,8063400
AGM,20200417,55.06,57.55,54.87,57.17,51500
AGM-A,20200417,27.35,27.35,26.08,26.08,1100
AGM-C,20200417,28.06,28.06,27.2278,27.3364,500
AGM-D,20200417,24.7,25.2,24.7,25.2,3400
AGM.A,20200417,54.9,54.9,54.9,54.9,100
AGN,20200417,187.09,187.71,185.83,187,4837800
AGO,20200417,30.25,31.18,29.62,30.61,1083400
AGO-B,20200417,25.6362,25.98,25.6362,25.79,4700
AGO-E,20200417,25.145,25.5,25.145,25.4,13300
AGO-F,20200417,24.54,24.99,24.53,24.99,4900
AGR,20200417,46.34,46.5,45.23,45.99,402200
AGRO,20200417,4,4.08,3.96,4.06,293700
AGS,20200417,3.09,3.4,3.03,3.08,1086300
AGX,20200417,34.72,37.7,34.25,37.61,304800
AHC,20200417,1.47,1.49,1.43,1.45,24700
AHH,20200417,8.56,9.04,8.48,8.94,579600
AHH-A,20200417,19.96,20,19.5,20,2000
AHL-C,20200417,24.51,25.5,24.51,24.89,58100
AHL-D,20200417,23.55,23.8,23.15,23.55,61000
AHL-E,20200417,23.38,24,23.13,23.49,45900
AHT,20200417,0.72,0.72,0.6431,0.6936,984700
AHT-D,20200417,12.09,12.5749,10.52,10.86,16400
AHT-F,20200417,7.13,7.49,6.4118,6.48,65200
